"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","24","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","24","0","26","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","24","0","20","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","24","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","24","0","41","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","24","0","20","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","24","0","10","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","24","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","24","0","97","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","24","0","591","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","24","0","27","1","0.000000","0","0"
"/Game/Proj/Placeables/Interactables/Elevator/Material_002.Material_002","24","0","20","1","0.000000","0","0"
"/Game/Proj/Placeables/Interactables/Elevator/Material_001.Material_001","24","0","20","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","24","0","105","1","0.000000","0","0"
"/Game/Proj/Core/UI/Loading_Mat.Loading_Mat","24","0","9","1","0.000000","0","0"
"/Game/Proj/Core/AI/Characters/Secretary/Hair.Hair","24","0","40","1","0.000000","0","0"
"/Game/Proj/Core/Character/Suit.Suit","24","0","40","1","0.000000","0","0"
"/Game/Proj/Core/Character/Skin.Skin","24","0","40","1","0.000000","0","0"
"/Game/Proj/Core/Character/Pants.Pants","24","0","40","1","0.000000","0","0"
"/Game/Mannequin/Character/Materials/M_UE4Man_Body.M_UE4Man_Body","24","0","108","2","0.000000","0","0"
"/Game/InfinityBladeEffects/Effects/Masters/M_Trans_Sprite_SubUV_Master.M_Trans_Sprite_SubUV_Master","24","0","8","1","0.000000","0","0"
"/Game/InfinityBladeEffects/Effects/Masters/M_Add_Sprite_SubUV_Master.M_Add_Sprite_SubUV_Master","24","0","8","1","0.000000","0","0"
"/Game/InfinityBladeEffects/Effects/Masters/M_Add_Sprite_Master.M_Add_Sprite_Master","24","0","8","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","24","0","2","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","24","0","2","1","0.000000","0","0"
"/Game/TwinStick/Meshes/BaseMaterial.BaseMaterial","24","55","55","1","1942.196533","0","0"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","24","20","20","1","408.326996","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","24","0","2","1","0.000000","0","0"
"/Game/Geometry/Meshes/CubeMaterial.CubeMaterial","24","0","35","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","24","35","35","1","36.518951","0","0"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","24","35","35","1","40.318459","0","0"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","24","35","35","1","373.779297","0","0"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","24","35","35","1","34.603214","0","0"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","24","35","35","1","122.749405","0","0"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","24","35","35","1","37.511112","0","0"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","24","35","35","1","49.816811","0","0"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","24","35","35","1","51.158089","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","24","35","35","1","53.711334","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","24","35","35","1","48.901554","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","24","35","35","1","51.964390","0","0"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","24","35","35","1","52.946621","0","0"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","24","35","35","1","52.475319","0","0"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","24","35","35","1","48.190784","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","24","35","35","1","47.342667","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","24","35","35","1","48.240826","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","24","35","35","1","48.097836","0","0"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","24","35","35","1","49.124855","0","0"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","24","35","35","1","49.600330","0","0"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","24","37","37","1","54.610405","0","0"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","24","35","35","1","53.382671","0","0"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","24","35","35","1","52.157925","0","0"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","24","35","35","1","52.797760","0","0"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","24","35","35","1","51.901402","0","0"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","24","35","35","1","52.807648","0","0"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","24","35","35","1","54.584515","0","0"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","24","60","60","1","90.049599","0","0"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","24","6","6","1","5.842530","0","0"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","24","8","8","1","7.160225","0","0"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","24","12","12","1","10.449855","0","0"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","24","6","6","1","5.694132","0","0"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","24","35","35","1","48.362133","0","0"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","24","35","35","1","52.570862","0","0"
"/Game/StarterContent/Materials/M_Glass.M_Glass","24","37","37","1","51.031311","0","0"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","24","80","80","1","107.397804","0","0"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","24","55","55","1","82.043945","0","0"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","24","55","55","1","83.951324","0","0"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","24","35","35","1","53.391705","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","24","35","35","1","54.202747","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","24","55","55","1","79.731522","0","0"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","24","35","35","1","55.289383","0","0"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","24","35","35","1","54.565746","0","0"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","24","35","35","1","51.468075","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","24","35","35","1","51.208855","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","24","35","35","1","56.327034","0","0"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","24","35","35","1","54.713913","0","0"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","24","35","35","1","54.268597","0","0"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","24","35","35","1","52.822460","0","0"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","24","35","35","1","56.790619","0","0"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","24","35","35","1","53.535339","0","0"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","24","35","35","1","52.255230","0","0"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","24","35","35","1","52.346443","0","0"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","24","35","35","1","50.794292","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","24","2","4","2","1.592117","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","24","35","35","1","46.219673","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","24","35","35","1","55.164940","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","24","35","35","1","50.017708","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","24","35","35","1","61.134090","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall.M_ChromeBall","24","0","55","1","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Arrows.M_LightStage_Arrows","24","2","2","1","1.634423","0","0"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","24","0","2","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_AssetPlatform.M_AssetPlatform","24","35","35","1","51.673805","0","0"
"/Game/Proj/Isometric-Interiors/Materials/M_Texture_Atlas.M_Texture_Atlas","24","0","35","1","0.000000","0","0"
"/Game/Proj/Isometric-Interiors/Meshes/TrashCan.TrashCan","24","20","20","1","26.693308","0","0"
"/Game/Proj/Isometric-Interiors/Meshes/WallCoverDown_001.WallCoverDown_001","24","20","20","1","27.621107","0","0"
"/Game/Proj/Isometric-Interiors/Meshes/WallCover2_001.WallCover2_001","24","20","20","1","29.494646","0","0"
"/Game/Proj/Isometric-Interiors/Meshes/WallCover1_002.WallCover1_002","24","20","20","1","25.871397","0","0"
"/Game/Proj/Isometric-Interiors/Meshes/WallCoverDown.WallCoverDown","24","20","20","1","27.495810","0","0"
"/Game/Proj/Isometric-Interiors/Meshes/WallCover2.WallCover2","24","20","20","1","28.693754","0","0"
"/Game/Proj/Isometric-Interiors/Meshes/WallCover1_001.WallCover1_001","24","20","20","1","27.205660","0","0"
"/Game/Proj/Isometric-Interiors/Meshes/Plate.Plate","24","20","20","1","27.273048","0","0"
"/Game/Proj/Isometric-Interiors/Meshes/Metal.Metal","24","20","20","1","28.699329","0","0"
"/Game/Proj/Isometric-Interiors/Meshes/PaperYellow.PaperYellow","24","20","20","1","26.760948","0","0"
"/Game/Proj/Isometric-Interiors/Meshes/Clock.Clock","24","20","20","1","28.084610","0","0"
"/Game/Proj/Isometric-Interiors/Meshes/Paper.Paper","24","20","20","1","30.393198","0","0"
"/Game/Proj/Isometric-Interiors/Meshes/Cross.Cross","24","20","20","1","29.031538","0","0"
"/Game/Proj/Isometric-Interiors/Meshes/Black.Black","24","20","20","1","26.706730","0","0"
"/Engine/EngineDebugMaterials/VertexColorViewMode_BlueOnly.VertexColorViewMode_BlueOnly","24","0","10","1","0.000000","0","0"
"/Engine/EditorMaterials/MatineeGroups/MAT_ColorTrack_Mat.MAT_ColorTrack_Mat","24","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/CubeMaterial.CubeMaterial","24","0","4","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/VertexColorViewMode_RedOnly.VertexColorViewMode_RedOnly","24","0","10","1","0.000000","0","0"
"/Game/Proj/Core/AI/Characters/Zombie/Material_004.Material_004","24","0","40","1","0.000000","0","0"
"/Game/Proj/Core/AI/Characters/Zombie/Material_003.Material_003","24","0","40","1","0.000000","0","0"
"/Game/Proj/Core/AI/Characters/Zombie/Material_002.Material_002","24","0","40","1","0.000000","0","0"
"/Game/Proj/Core/AI/Characters/Zombie/Material.Material","24","0","40","1","0.000000","0","0"
"/Game/Proj/Core/AI/Characters/Zombie/Material_001.Material_001","24","0","40","1","0.000000","0","0"
"/Game/Proj/Core/AI/Characters/Demon/NewDemon/Suit_001.Suit_001","24","0","40","1","0.000000","0","0"
"/Game/Proj/Core/AI/Characters/Demon/NewDemon/Suit.Suit","24","0","40","1","0.000000","0","0"
"/Game/Proj/Core/AI/Characters/Demon/NewDemon/Skin.Skin","24","0","40","1","0.000000","0","0"
"/Game/Proj/Core/AI/Characters/Demon/NewDemon/Pants.Pants","24","0","40","1","0.000000","0","0"
"/Game/Proj/Isometric-Interiors/Meshes/plane.plane","24","20","20","1","26.803150","0","0"
"/Game/Proj/Isometric-Interiors/Meshes/Table.Table","24","20","20","1","27.899042","0","0"
"/Game/Proj/Isometric-Interiors/Meshes/TableMat.TableMat","24","20","20","1","27.397434","0","0"
"/Game/Proj/Placeables/M_SurfaceBase.M_SurfaceBase","24","0","20","1","0.000000","0","0"
"/Game/Proj/Isometric-Interiors/Materials/M_Window_Glass.M_Window_Glass","24","35","35","1","49.857903","0","0"
"/Game/Proj/Materials/PP_Outliner_M.PP_Outliner_M","24","0","4","1","0.000000","0","0"
"/Game/Proj/Isometric-Interiors/Materials/M_Mirror_Glass.M_Mirror_Glass","24","35","35","1","50.682236","0","0"
"/Game/Proj/Isometric-Interiors/Materials/M_Mirror_Glass_7.M_Mirror_Glass_7","24","35","35","1","50.391479","0","0"
"/Game/Proj/Isometric-Interiors/Materials/M_Mirror_Glass_6.M_Mirror_Glass_6","24","35","35","1","47.616348","0","0"
"/Game/Proj/Isometric-Interiors/Materials/M_Mirror_Glass_5.M_Mirror_Glass_5","24","35","35","1","50.480373","0","0"
"/Game/Proj/Isometric-Interiors/Materials/M_Mirror_Glass_4.M_Mirror_Glass_4","24","35","35","1","48.179966","0","0"
"/Game/Proj/Isometric-Interiors/Materials/M_Mirror_Glass_3.M_Mirror_Glass_3","24","35","35","1","51.394901","0","0"
"/Game/Proj/Isometric-Interiors/Materials/M_Mirror_Glass_2.M_Mirror_Glass_2","24","35","35","1","51.548054","0","0"
"/Game/InfinityBladeEffects/Maps/LevelContent/Architecture/M_CycRoom_01.M_CycRoom_01","24","35","35","1","53.771206","0","0"
"/Game/InfinityBladeEffects/Maps/LevelContent/Architecture/M_1Meter_01.M_1Meter_01","24","35","35","1","49.629276","0","0"
"/Game/InfinityBladeEffects/Maps/LevelContent/Architecture/M_CycWall_01.M_CycWall_01","24","35","35","1","52.956589","0","0"
"/Game/InfinityBladeEffects/Effects/Masters/M_Add_Sprite_Master_DepthFade.M_Add_Sprite_Master_DepthFade","24","8","8","1","7.128576","0","0"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Fire/M_Fire_Trans_TilePan_2sided_meshEmit_02.M_Fire_Trans_TilePan_2sided_meshEmit_02","24","4","4","1","4.247125","0","0"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_Fire_Sprite_01_5x5_SubUV.M_Fire_Sprite_01_5x5_SubUV","24","6","6","1","5.111550","0","0"
"/Game/InfinityBladeEffects/Effects/Masters/M_Trans_Sprite_Lit_SubUV_Master.M_Trans_Sprite_Lit_SubUV_Master","24","80","80","1","112.415466","0","0"
"/Game/InfinityBladeEffects/Effects/Masters/M_Trans_Sprite_SubUV_Master_DepthFade.M_Trans_Sprite_SubUV_Master_DepthFade","24","6","6","1","5.707230","0","0"
"/Game/InfinityBladeEffects/Effects/Masters/M_Trans_Sprite_Master_DepthFade.M_Trans_Sprite_Master_DepthFade","24","6","6","1","5.737879","0","0"
"/Game/InfinityBladeEffects/Effects/Masters/M_Opaque_MeshEmit_Emis_Master.M_Opaque_MeshEmit_Emis_Master","24","6","6","1","5.423384","0","0"
"/Game/InfinityBladeEffects/Effects/Masters/M_Add_Trail_2Sided_Pan_Master.M_Add_Trail_2Sided_Pan_Master","24","12","12","2","10.544725","0","0"
"/Game/InfinityBladeEffects/Effects/FX_Materials/ICE/M_IceShard.M_IceShard","24","4","4","1","3.268685","0","0"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_LevelRing_00.M_LevelRing_00","24","8","8","1","8.019032","0","0"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_IceBlastFog.M_IceBlastFog","24","4","4","1","3.407384","0","0"
"/Game/InfinityBladeEffects/Effects/Masters/M_Add_Trail_2Sided_Pan_Emis_Master.M_Add_Trail_2Sided_Pan_Emis_Master","24","6","6","1","5.282296","0","0"
"/Game/InfinityBladeEffects/Effects/Masters/M_Opaque_MeshEmit_Emis_Master_Surface.M_Opaque_MeshEmit_Emis_Master_Surface","24","40","40","1","56.393066","0","0"
"/Engine/EngineMaterials/NewBaseFlattenMaterial.NewBaseFlattenMaterial","24","186","186","2","242.487457","0","0"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Glyph/M_IB_Debris_Boxes_Trans.M_IB_Debris_Boxes_Trans","24","4","4","1","3.819419","0","0"
"/Game/InfinityBladeEffects/Effects/Masters/M_Add_Mesh_2Sided_Pan_Emis_Master.M_Add_Mesh_2Sided_Pan_Emis_Master","24","16","16","2","15.399879","0","0"
"/Game/InfinityBladeEffects/Effects/Masters/M_Add_Sprite_Pan_Emis_Mask_Master.M_Add_Sprite_Pan_Emis_Mask_Master","24","12","12","2","11.562860","0","0"
"/Game/InfinityBladeEffects/Effects/Masters/M_Trans_Trail_2Sided_Pan_Base_Emis_Master.M_Trans_Trail_2Sided_Pan_Base_Emis_Master","24","16","16","2","13.779007","0","0"
"/Game/InfinityBladeEffects/Effects/FX_Materials/ICE/M_IceMountain_Boulder_MeshEmit.M_IceMountain_Boulder_MeshEmit","24","8","8","1","7.271980","0","0"
"/Game/InfinityBladeEffects/Enemy/Enemy_Chicken/Materials/M_EnemyChicken.M_EnemyChicken","24","54","54","1","67.538177","0","0"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_AuraCircle.M_AuraCircle","24","4","4","1","3.363463","0","0"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Glyph/M_IB_AnimGrid_Trans_MeshMat.M_IB_AnimGrid_Trans_MeshMat","24","60","60","1","84.097389","0","0"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Misc/M_Targeting_Enemy.M_Targeting_Enemy","24","8","8","1","6.827025","0","0"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_GlowVert_Trans.M_GlowVert_Trans","24","6","6","1","5.321799","0","0"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_HeartHeal_Trans.M_HeartHeal_Trans","24","6","6","1","5.260665","0","0"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_Heal_Add_2Sided.M_Heal_Add_2Sided","24","2","2","1","1.613194","0","0"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_ForgeLogo.M_ForgeLogo","24","6","6","1","5.385628","0","0"
"/Game/InfinityBladeEffects/Environments/Misc/Env_ALL_Artifacts/Materials/M_Env_Health_Terminus.M_Env_Health_Terminus","24","55","55","1","81.356514","0","0"
"/Game/Proj/Core/AI/Characters/Demon/NewDemon/Tie.Tie","24","40","40","1","54.318626","0","0"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_Spark_2_2_01.M_Spark_2_2_01","24","6","6","1","5.098927","0","0"
"/Game/StarterContent/Props/Materials/M_Shelf.M_Shelf","24","35","35","1","51.868046","0","0"
"/Game/Proj/Core/AI/Characters/M_Characters.M_Characters","24","40","40","1","57.292816","0","0"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_YinYang_Circle.M_YinYang_Circle","24","6","6","1","5.923057","0","0"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_Projectile_01.M_Projectile_01","24","6","6","1","5.842994","0","0"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_CandleGlow_2sided.M_CandleGlow_2sided","24","75","75","1","113.982147","0","0"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_ForgeCoals_Fire.M_ForgeCoals_Fire","24","2","2","1","1.582206","0","0"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_Fire_Trans_TilePan_2sided.M_Fire_Trans_TilePan_2sided","24","8","8","1","6.708245","0","0"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_IceTrap_Shard.M_IceTrap_Shard","24","60","60","1","88.394264","0","0"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_Fog_Orng_mobile.M_Fog_Orng_mobile","24","6","6","1","5.974764","0","0"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_Fire_Trans_Tile_2sided_Master.M_Fire_Trans_Tile_2sided_Master","24","8","8","1","7.094099","0","0"
"/Game/InfinityBladeEffects/Effects/FX/M_Embers.M_Embers","24","2","2","1","1.612851","0","0"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_CombatArea_Base.M_CombatArea_Base","24","6","6","1","5.511322","0","0"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_SnowSubUV_2_3_MeshEmit.M_SnowSubUV_2_3_MeshEmit","24","6","6","1","5.327646","0","0"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_GlowVert_Add.M_GlowVert_Add","24","6","6","1","5.230343","0","0"
"/Game/InfinityBladeEffects/Environments/Breakables/Materials/M_Breakables_Fort_Wall_Destroyed.M_Breakables_Fort_Wall_Destroyed","24","40","40","1","59.283974","0","0"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_JaggedRock_Trans_MeshEmit_Lit.M_JaggedRock_Trans_MeshEmit_Lit","24","6","6","1","5.540987","0","0"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_Tornado_Fire_Trans_02.M_Tornado_Fire_Trans_02","24","6","6","1","6.168019","0","0"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_Portal_Trans.M_Portal_Trans","24","6","6","1","5.942605","0","0"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_SmokeWispy_Gradient_Pan.M_SmokeWispy_Gradient_Pan","24","6","6","1","5.404734","0","0"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_FireBlast_Add.M_FireBlast_Add","24","6","6","1","5.121113","0","0"
"/Game/InfinityBladeEffects/Effects/FX/M_FogPlane03_add.M_FogPlane03_add","24","2","2","1","1.565673","0","0"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Glyph/M_IB_Debris_Boxes_Opaque.M_IB_Debris_Boxes_Opaque","24","4","4","1","3.189714","0","0"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_Fire_Add_subUV_2.M_Fire_Add_subUV_2","24","6","6","1","5.105712","0","0"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_CandleGlow.M_CandleGlow","24","75","75","1","114.241577","0","0"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_Impact_SubUV.M_Impact_SubUV","24","6","6","1","5.057993","0","0"
"/Game/InfinityBladeEffects/Environments/Breakables/Materials/M_Breakables_Fort_Wall_Destroyed_Trim.M_Breakables_Fort_Wall_Destroyed_Trim","24","40","40","1","58.167614","0","0"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_Tornado_Fire_Trans.M_Tornado_Fire_Trans","24","8","8","1","8.315358","0","0"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_AuraCircle_add.M_AuraCircle_add","24","2","2","1","1.814195","0","0"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_BlastWave_2sided.M_BlastWave_2sided","24","8","8","1","7.540537","0","0"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Enemy/M_Ausar_ShieldBlast_01.M_Ausar_ShieldBlast_01","24","8","8","1","7.714111","0","0"
"/Game/InfinityBladeEffects/Effects/Masters/M_Trans_StaticMesh_Lit_Master.M_Trans_StaticMesh_Lit_Master","24","35","35","1","50.831707","0","0"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_Tornado_Fire_Trans_Master.M_Tornado_Fire_Trans_Master","24","8","8","1","8.155447","0","0"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Trails/M_Trail_Lightning_01.M_Trail_Lightning_01","24","4","4","1","3.614954","0","0"
